ID,PROBABILITY_OF_DEFAULT,CREDIT_SCORE,RISK_BAND
5041459,0.12410336,481,Very High Risk
5041460,0.002674561,626,High Risk
5041461,8.157104e-05,868,Low Risk
5041463,0.0001654258,812,Low Risk
5041464,0.00010205792,854,Low Risk
5041465,0.046520025,541,Very High Risk
5041466,0.0051447535,615,High Risk
5041470,0.03954539,549,Very High Risk
5041479,0.04475319,543,Very High Risk
5041481,0.04475319,543,Very High Risk
5041483,0.00044095982,708,Medium Risk
5041484,0.009879422,601,High Risk
5041485,0.00042790076,711,Medium Risk
5041486,0.09929365,496,Very High Risk
5041487,0.09929365,496,Very High Risk
5041488,0.023352955,573,Very High Risk
5041492,0.6616861,342,Very High Risk
5041493,0.006267482,611,High Risk
5041494,0.6342541,345,Very High Risk
5041498,0.0009101988,656,High Risk
5041499,0.024138592,572,Very High Risk
5041506,0.0033246882,623,High Risk
5041508,0.13594185,474,Very High Risk
5041509,0.13594185,474,Very High Risk
5041510,0.13594185,474,Very High Risk
5041511,0.13633643,474,Very High Risk
5041516,0.060340613,527,Very High Risk
5041517,0.004289041,619,High Risk
5041522,0.93193406,315,Very High Risk
5041524,0.0007397012,667,High Risk
5041525,0.0006199498,679,High Risk
5041526,0.0013537704,640,High Risk
5041527,0.0006199498,679,High Risk
5041528,0.0013537704,640,High Risk
5041531,0.0013537704,640,High Risk
5041532,0.0006199498,679,High Risk
5041533,0.0006824655,672,High Risk
5041534,0.00036786386,727,Medium Risk
5041535,0.0002889977,754,Medium Risk
5041536,0.29129618,404,Very High Risk
5041538,0.80672866,330,Very High Risk
5041541,0.93057317,315,Very High Risk
5041542,0.41088265,374,Very High Risk
5041544,0.020407243,578,Very High Risk
5041545,0.1602518,460,Very High Risk
5041546,0.00028101788,756,Medium Risk
5041547,0.12562883,480,Very High Risk
5041548,0.0076289605,606,High Risk
5041550,0.36245614,385,Very High Risk
5041553,0.00044699298,707,Medium Risk
5041557,0.00035350112,731,Medium Risk
5041558,0.00025692754,766,Medium Risk
5041559,0.4318379,370,Very High Risk
5041560,0.00051950663,693,High Risk
5041561,0.15673763,462,Very High Risk
5041562,0.0005157834,693,High Risk
5041563,0.42471632,372,Very High Risk
5041570,0.2109875,435,Very High Risk
5041571,0.2109875,435,Very High Risk
5041572,0.2109875,435,Very High Risk
5041573,0.11581054,487,Very High Risk
5041574,0.012539954,594,Very High Risk
5041581,0.8882913,321,Very High Risk
5041582,0.6172913,346,Very High Risk
5041583,0.919298,317,Very High Risk
5041602,5.711026e-05,883,Low Risk
5041603,0.40804628,375,Very High Risk
5041604,0.40804628,375,Very High Risk
5041605,0.106987335,492,Very High Risk
5041606,0.40804628,375,Very High Risk
5041607,0.01929197,580,Very High Risk
5041608,0.24731575,420,Very High Risk
5041609,0.40804628,375,Very High Risk
5041610,0.9422788,313,Very High Risk
5041611,0.47664636,362,Very High Risk
5041620,0.022715984,574,Very High Risk
5041622,0.00020483769,791,Medium Risk
5041623,0.0026591152,626,High Risk
5041624,0.0032296558,623,High Risk
5041625,0.022820765,574,Very High Risk
5041626,0.022715984,574,Very High Risk
5041628,0.14557727,469,Very High Risk
5041629,0.00032670822,739,Medium Risk
5041630,0.14557727,469,Very High Risk
5041632,0.0006140627,680,High Risk
5041633,0.00046601487,703,Medium Risk
5041636,0.00022323857,781,Medium Risk
5041638,0.00022323857,781,Medium Risk
5041639,0.20868617,436,Very High Risk
5041640,0.0001644413,813,Low Risk
5041641,0.038054157,551,Very High Risk
5041642,0.0001835149,802,Low Risk
5041643,0.06720312,522,Very High Risk
5041646,0.038054157,551,Very High Risk
5041647,0.0001835149,802,Low Risk
5041648,0.06060775,527,Very High Risk
5041653,0.019759417,579,Very High Risk
5041654,8.538802e-05,865,Low Risk
5041655,0.0002462953,771,Medium Risk
5041662,0.9881854,302,Very High Risk
5041663,0.028518604,564,Very High Risk
5041664,0.00046980515,702,Medium Risk
5041665,0.0013558884,640,High Risk
5041666,0.0022810174,629,High Risk
5041672,0.00046980515,702,Medium Risk
5041674,0.92244655,316,Very High Risk
5041675,0.0014286954,638,High Risk
5041676,0.0008116219,661,High Risk
5041679,0.022469152,575,Very High Risk
5041680,0.022469152,575,Very High Risk
5041682,0.014583647,589,Very High Risk
5041695,0.084639095,507,Very High Risk
5041697,0.00011777952,844,Low Risk
5041699,0.092605665,501,Very High Risk
5041702,0.084639095,507,Very High Risk
5041703,0.0003260961,739,Medium Risk
5041708,0.15541019,462,Very High Risk
5041709,0.15541019,462,Very High Risk
5041711,0.5123245,358,Very High Risk
5041712,0.3099958,398,Very High Risk
5041713,8.8606575e-05,863,Low Risk
5041714,8.8606575e-05,863,Low Risk
5041715,4.334069e-05,890,Low Risk
5041717,0.0013807024,639,High Risk
5041718,0.00039117679,720,Medium Risk
5041722,0.3431167,390,Very High Risk
5041723,0.45718986,366,Very High Risk
5041724,0.17095104,454,Very High Risk
5041726,0.097149245,498,Very High Risk
5041727,0.000256704,766,Medium Risk
5041728,0.073762685,516,Very High Risk
5041734,0.00034486566,733,Medium Risk
5041738,0.00021447772,786,Medium Risk
5041739,0.00022918811,779,Medium Risk
5041740,0.00026938846,761,Medium Risk
5041741,0.00013145292,835,Low Risk
5041753,0.09085702,503,Very High Risk
5041754,0.07172176,518,Very High Risk
5041755,0.0002406688,774,Medium Risk
5041757,0.07172176,518,Very High Risk
5041758,0.07172176,518,Very High Risk
5041759,0.07172176,518,Very High Risk
5041760,0.016168626,586,Very High Risk
5041761,0.07172176,518,Very High Risk
5041762,0.03370415,556,Very High Risk
5041766,0.18626916,447,Very High Risk
5041773,1.9107094e-05,898,Low Risk
5041775,1.9107094e-05,898,Low Risk
5041776,7.144333e-05,875,Low Risk
5041780,0.00010486307,852,Low Risk
5041786,0.10549892,493,Very High Risk
5041787,0.0020893835,631,High Risk
5041790,0.045464225,542,Very High Risk
5041791,0.18958655,445,Very High Risk
5041792,0.18958655,445,Very High Risk
5041793,0.18958655,445,Very High Risk
5041794,0.18958655,445,Very High Risk
5041797,0.038177337,551,Very High Risk
5041798,0.06599428,523,Very High Risk
5041799,0.06853382,521,Very High Risk
5041803,0.10345048,494,Very High Risk
5041806,0.0001053977,852,Low Risk
5041807,0.00039198218,720,Medium Risk
5041809,0.00013046814,836,Low Risk
5041812,0.08894761,504,Very High Risk
5041813,0.00022022071,783,Medium Risk
5041814,0.1341777,475,Very High Risk
5041815,0.00022302433,782,Medium Risk
5041816,0.16994864,455,Very High Risk
5041817,0.07776369,513,Very High Risk
5041819,0.00012261762,841,Low Risk
5041824,0.20061249,439,Very High Risk
5041825,0.00034165086,734,Medium Risk
5041826,0.00044879448,706,Medium Risk
5041827,0.017214777,584,Very High Risk
5041830,0.2785275,409,Very High Risk
5041831,0.017214777,584,Very High Risk
5041832,0.00018253223,803,Low Risk
5041835,0.32255986,395,Very High Risk
5041836,6.099053e-05,881,Low Risk
5041837,5.7138208e-05,883,Low Risk
5041838,0.02032808,578,Very High Risk
5041839,0.0001313424,835,Low Risk
5041840,9.826315e-05,856,Low Risk
5041841,0.0001313424,835,Low Risk
5041842,0.00012905338,837,Low Risk
5041843,0.0001313424,835,Low Risk
5041844,0.00018120943,803,Low Risk
5041845,0.0001313424,835,Low Risk
5041846,7.418355e-05,873,Low Risk
5041847,0.0001313424,835,Low Risk
5041848,9.5325886e-05,858,Low Risk
5041849,0.13486516,475,Very High Risk
5041851,0.00018120943,803,Low Risk
5041852,0.06669562,522,Very High Risk
5041853,0.000112141985,848,Low Risk
5041855,0.19646205,442,Very High Risk
5041858,8.920912e-05,862,Low Risk
5041859,0.00012371904,841,Low Risk
5041863,0.46276,365,Very High Risk
5041864,0.008115948,605,High Risk
5041865,0.3184082,396,Very High Risk
5041866,5.975193e-05,881,Low Risk
5041868,0.05950331,528,Very High Risk
5041873,0.8979337,320,Very High Risk
5041880,0.119066305,484,Very High Risk
5041883,7.17505e-05,875,Low Risk
5041884,0.3381351,391,Very High Risk
5041885,0.34921435,388,Very High Risk
5041894,0.2453359,420,Very High Risk
5041896,0.16942617,455,Very High Risk
5041898,0.2453359,420,Very High Risk
5041899,0.000545541,689,High Risk
5041900,0.2453359,420,Very High Risk
5041905,0.2453359,420,Very High Risk
5041906,0.010804751,598,Very High Risk
5041908,0.0010106494,650,High Risk
5041909,0.37451008,382,Very High Risk
5041910,9.307073e-05,860,Low Risk
5041911,0.00080232666,662,High Risk
5041912,6.7086934e-05,877,Low Risk
5041913,9.307073e-05,860,Low Risk
5041914,0.26796558,412,Very High Risk
5041915,3.4960918e-05,893,Low Risk
5041919,0.10583752,492,Very High Risk
5041920,0.9336739,314,Very High Risk
5041921,0.09398526,500,Very High Risk
5041922,0.15561135,462,Very High Risk
5041923,0.15561135,462,Very High Risk
5041926,0.52232975,357,Very High Risk
5041927,0.5905635,349,Very High Risk
5041928,0.52232975,357,Very High Risk
5041930,0.05071668,536,Very High Risk
5041931,0.00021940794,783,Medium Risk
5041932,0.05071668,536,Very High Risk
5041933,0.00021940794,783,Medium Risk
5041934,0.047331244,540,Very High Risk
5041935,0.00021940794,783,Medium Risk
5041936,0.047331244,540,Very High Risk
5041938,0.0014430756,638,High Risk
5041940,0.0060533495,611,High Risk
5041941,9.86796e-05,856,Low Risk
5041946,0.00015571874,818,Low Risk
5041947,0.19556,442,Very High Risk
5041948,0.07858221,512,Very High Risk
5041949,0.27189702,410,Very High Risk
5041950,0.27936947,408,Very High Risk
5041959,0.0010997442,647,High Risk
5041962,0.0004050676,716,Medium Risk
5041967,0.20872647,436,Very High Risk
5041968,0.015420605,588,Very High Risk
5041969,0.0021839382,630,High Risk
5041971,0.0001326237,834,Low Risk
5041972,0.10046185,496,Very High Risk
5041973,0.00021297524,787,Medium Risk
5041979,0.00044444366,707,Medium Risk
5041980,0.24222809,422,Very High Risk
5041981,0.00021923939,784,Medium Risk
5041982,0.053822428,533,Very High Risk
5041989,0.14180383,471,Very High Risk
5041994,0.08142968,510,Very High Risk
5041996,0.088908836,504,Very High Risk
5042012,0.4073705,375,Very High Risk
5042016,0.0009102759,656,High Risk
5042017,0.059842426,528,Very High Risk
5042018,0.0009102759,656,High Risk
5042019,0.059842426,528,Very High Risk
5042020,0.84741235,326,Very High Risk
5042021,0.04080715,547,Very High Risk
5042022,0.25381222,417,Very High Risk
5042024,0.030526515,561,Very High Risk
5042027,0.00012166724,842,Low Risk
5042028,0.0009755461,652,High Risk
5042029,0.00012166724,842,Low Risk
5042030,0.00012166724,842,Low Risk
5042033,0.9438286,312,Very High Risk
5042034,0.94768125,311,Very High Risk
5042035,0.94768125,311,Very High Risk
5042039,0.94768125,311,Very High Risk
5042040,0.8901655,321,Very High Risk
5042041,0.0015019736,637,High Risk
5042042,0.5266461,356,Very High Risk
5042043,0.0006523087,675,High Risk
5042044,0.5266461,356,Very High Risk
5042045,0.3586038,386,Very High Risk
5042047,0.00080681214,662,High Risk
5042048,0.032819733,558,Very High Risk
5042049,0.032819733,558,Very High Risk
5042050,0.032819733,558,Very High Risk
5042051,0.032819733,558,Very High Risk
5042052,0.0065590767,609,High Risk
5042059,0.00096811383,652,High Risk
5042060,0.00011189909,848,Low Risk
5042061,3.8414237e-06,900,Low Risk
5042062,0.0962925,499,Very High Risk
5042063,0.34208626,390,Very High Risk
5042064,0.62169313,346,Very High Risk
5042065,0.12687473,479,Very High Risk
5042067,0.36986136,383,Very High Risk
5042068,0.06728954,522,Very High Risk
5042069,0.00013009558,836,Low Risk
5042072,3.8414237e-06,900,Low Risk
5042073,0.4185968,373,Very High Risk
5042074,0.019054633,580,Very High Risk
5042075,0.013346228,592,Very High Risk
5042076,0.00038859938,721,Medium Risk
5042077,0.0002907044,753,Medium Risk
5042078,0.109261185,491,Very High Risk
5042079,0.27361777,410,Very High Risk
5042080,0.0063533606,610,High Risk
5042081,0.021030154,577,Very High Risk
5042082,0.0003820642,723,Medium Risk
5042083,0.27361777,410,Very High Risk
5042084,0.0003070081,746,Medium Risk
5042085,0.0063533606,610,High Risk
5042087,0.0006013833,681,High Risk
5042088,0.49735758,360,Very High Risk
5042091,0.00092776807,654,High Risk
5042092,0.004876496,616,High Risk
5042093,0.004876496,616,High Risk
5042094,0.004876496,616,High Risk
5042096,0.00027400054,759,Medium Risk
5042098,0.00026910406,761,Medium Risk
5042099,0.00024031523,774,Medium Risk
5042105,2.4032423e-05,897,Low Risk
5042107,3.2353575e-05,894,Low Risk
5042108,0.005654324,612,High Risk
5042114,1.032428e-05,900,Low Risk
5042115,0.009391486,602,High Risk
5042116,2.4639841e-05,897,Low Risk
5042117,0.06679905,522,Very High Risk
5042122,0.00030019964,749,Medium Risk
5042123,0.22420014,429,Very High Risk
5042124,0.07102904,518,Very High Risk
5042125,0.22420014,429,Very High Risk
5042126,0.22420014,429,Very High Risk
5042129,0.0001446014,825,Low Risk
5042136,0.0005310947,690,High Risk
5042137,0.11812297,485,Very High Risk
5042138,0.00013335921,833,Low Risk
5042141,0.00015323913,820,Low Risk
5042146,0.00023832962,775,Medium Risk
5042149,0.010408324,600,High Risk
5042153,0.037990637,551,Very High Risk
5042154,0.42711875,371,Very High Risk
5042156,0.4595242,365,Very High Risk
5042159,0.21176389,434,Very High Risk
5042160,0.028286112,565,Very High Risk
5042161,0.028286112,565,Very High Risk
5042163,0.020993862,577,Very High Risk
5042164,0.0049276985,616,High Risk
5042190,0.00013007919,836,Low Risk
5042191,0.00014740576,824,Low Risk
5042192,0.00013490449,833,Low Risk
5042193,0.00013490449,833,Low Risk
5042194,0.080482036,511,Very High Risk
5042195,0.000104243845,853,Low Risk
5042196,0.00013246154,834,Low Risk
5042197,9.9881916e-05,855,Low Risk
5042207,0.00038558673,722,Medium Risk
5042208,0.29398903,403,Very High Risk
5042209,0.00034675008,733,Medium Risk
5042210,0.29398903,403,Very High Risk
5042211,0.0002554907,767,Medium Risk
5042212,0.0010169176,650,High Risk
5042214,0.3033572,400,Very High Risk
5042215,6.306312e-05,880,Low Risk
5042216,0.041980825,546,Very High Risk
5042219,0.15033041,466,Very High Risk
5042220,0.092782035,501,Very High Risk
5042233,0.00033757093,735,Medium Risk
5042235,0.0026526584,626,High Risk
5042236,0.86650497,324,Very High Risk
5042238,0.8608333,325,Very High Risk
5042239,0.87058383,324,Very High Risk
5042242,0.85128546,326,Very High Risk
5042243,0.86650497,324,Very High Risk
5042244,0.78965855,332,Very High Risk
5042249,0.00011956619,843,Low Risk
5042250,0.00034209623,734,Medium Risk
5042253,0.0003157173,743,Medium Risk
5042254,0.00018613595,801,Low Risk
5042255,8.869145e-05,863,Low Risk
5042259,0.10386101,494,Very High Risk
5042262,0.1526181,464,Very High Risk
5042268,0.97338504,306,Very High Risk
5042269,0.96512,307,Very High Risk
5042273,0.3581592,386,Very High Risk
5042276,4.7778598e-05,887,Low Risk
5042278,0.53056633,356,Very High Risk
5042279,0.0793305,512,Very High Risk
5042281,0.6405405,344,Very High Risk
5042295,0.7839967,333,Very High Risk
5042296,0.0016589541,635,High Risk
5042297,0.0014453413,638,High Risk
5042298,0.8696416,324,Very High Risk
5042299,0.0014453413,638,High Risk
5042300,0.7690331,334,Very High Risk
5042301,0.0014453413,638,High Risk
5042302,0.7839967,333,Very High Risk
5042304,0.87830245,322,Very High Risk
5042305,0.00041094352,715,Medium Risk
5042306,0.00039036546,721,Medium Risk
5042308,0.00011502273,846,Low Risk
5042309,0.00017535037,807,Low Risk
5042310,0.00016750701,811,Low Risk
5042314,0.015936814,586,Very High Risk
5042327,0.00010835001,850,Low Risk
5042328,0.0507509,536,Very High Risk
5042329,0.00028686883,755,Medium Risk
5042330,9.7872355e-05,857,Low Risk
5042331,0.028823039,564,Very High Risk
5042332,0.00010835001,850,Low Risk
5042333,0.0507509,536,Very High Risk
5042334,8.4796164e-05,866,Low Risk
5042335,0.0017094159,634,High Risk
5042336,0.0507509,536,Very High Risk
5042352,0.13396405,476,Very High Risk
5042355,0.0009523823,653,High Risk
5042356,0.00042581517,711,Medium Risk
5042359,0.00042581517,711,Medium Risk
5044491,0.000167352,811,Low Risk
5044500,0.023277555,573,Very High Risk
5044501,0.0004328959,710,Medium Risk
5044502,0.0004328959,710,Medium Risk
5044503,0.0004328959,710,Medium Risk
5044504,0.00020711763,790,Medium Risk
5044505,0.00020711763,790,Medium Risk
5044507,0.00020711763,790,Medium Risk
5044508,0.00020711763,790,Medium Risk
5044633,8.579498e-05,865,Low Risk
5044634,8.579498e-05,865,Low Risk
5044635,6.9162845e-05,876,Low Risk
5044636,8.579498e-05,865,Low Risk
5044662,0.033224493,557,Very High Risk
5044663,0.033224493,557,Very High Risk
5044664,0.033224493,557,Very High Risk
5044665,0.033224493,557,Very High Risk
5044666,0.008006039,605,High Risk
5044667,0.008006039,605,High Risk
5044668,0.033224493,557,Very High Risk
5044669,0.01557675,587,Very High Risk
5044677,0.033224493,557,Very High Risk
5044678,0.033224493,557,Very High Risk
5044708,0.0004999411,696,High Risk
5044709,0.0004999411,696,High Risk
5044710,0.0004999411,696,High Risk
5044711,0.0004999411,696,High Risk
5044712,0.0004999411,696,High Risk
5044713,0.0004999411,696,High Risk
5044715,0.0004999411,696,High Risk
5044716,0.0004999411,696,High Risk
5044755,0.00149924,637,High Risk
5044756,0.00149924,637,High Risk
5044757,0.00149924,637,High Risk
5044760,0.00149924,637,High Risk
5044762,0.00149924,637,High Risk
5044763,0.001415041,639,High Risk
5044786,0.0222565,575,Very High Risk
5044789,0.0222565,575,Very High Risk
5044790,0.0222565,575,Very High Risk
5044791,0.0222565,575,Very High Risk
5044792,0.0222565,575,Very High Risk
5044794,0.015002277,588,Very High Risk
5044797,0.43687582,369,Very High Risk
5044851,0.0003288055,738,Medium Risk
5044853,0.0003288055,738,Medium Risk
5044854,0.0003288055,738,Medium Risk
5044855,0.0003288055,738,Medium Risk
5044856,0.0003288055,738,Medium Risk
5044857,0.0003288055,738,Medium Risk
5044858,0.0003288055,738,Medium Risk
5044859,0.0003288055,738,Medium Risk
5044860,0.0003288055,738,Medium Risk
5044861,0.0003288055,738,Medium Risk
5044866,0.0003288055,738,Medium Risk
5044871,0.014854819,589,Very High Risk
5044872,0.014854819,589,Very High Risk
5044873,0.014854819,589,Very High Risk
5044874,0.014854819,589,Very High Risk
5044905,0.0001572081,817,Low Risk
5044906,0.0001572081,817,Low Risk
5044907,0.00015471144,820,Low Risk
5044908,0.0001572081,817,Low Risk
5044911,0.00015157301,821,Low Risk
5044918,0.0004266794,711,Medium Risk
5044920,0.0004266794,711,Medium Risk
5044925,0.039380834,549,Very High Risk
5044926,0.039380834,549,Very High Risk
5044927,0.039380834,549,Very High Risk
5044928,0.027461927,566,Very High Risk
5044929,0.035359014,554,Very High Risk
5044935,0.00014109832,828,Low Risk
5044936,0.00014978099,822,Low Risk
5044937,0.00014978099,822,Low Risk
5044938,0.000119548866,843,Low Risk
5044939,0.00017446879,807,Low Risk
5044941,9.968477e-05,855,Low Risk
5044992,8.767364e-05,863,Low Risk
5044993,8.767364e-05,863,Low Risk
5045066,0.008309827,604,High Risk
5045134,0.3206563,396,Very High Risk
5045136,0.3206563,396,Very High Risk
5045137,0.3206563,396,Very High Risk
5045138,0.3206563,396,Very High Risk
5045139,0.3206563,396,Very High Risk
5045140,0.2339728,425,Very High Risk
5045159,0.00017485484,807,Low Risk
5045160,8.577133e-05,865,Low Risk
5045161,7.601791e-05,872,Low Risk
5045162,0.00017485484,807,Low Risk
5045163,7.76782e-05,871,Low Risk
5045164,7.601791e-05,872,Low Risk
5045165,7.601791e-05,872,Low Risk
5045166,0.00015801378,817,Low Risk
5045187,0.0075742947,606,High Risk
5045188,0.0075742947,606,High Risk
5045189,0.0075742947,606,High Risk
5045190,0.0075742947,606,High Risk
5045208,0.0011408455,646,High Risk
5045209,0.0011408455,646,High Risk
5045210,0.0011408455,646,High Risk
5045224,0.00046250195,703,Medium Risk
5045225,0.00046250195,703,Medium Risk
5045228,0.00020195259,792,Medium Risk
5045229,0.00016158061,815,Low Risk
5045230,0.00020195259,792,Medium Risk
5045253,0.13537027,474,Very High Risk
5045254,0.13537027,474,Very High Risk
5045255,0.13537027,474,Very High Risk
5045272,0.00032627897,739,Medium Risk
5045273,0.00032627897,739,Medium Risk
5045274,0.00032627897,739,Medium Risk
5045282,0.18084526,449,Very High Risk
5045283,0.18084526,449,Very High Risk
5045284,0.00030404693,747,Medium Risk
5045286,0.04717434,540,Very High Risk
5045287,0.04717434,540,Very High Risk
5045294,0.00015532278,819,Low Risk
5045299,0.0036022388,621,High Risk
5045300,0.0036022388,621,High Risk
5045301,0.0036022388,621,High Risk
5045303,0.0036022388,621,High Risk
5045304,0.0036022388,621,High Risk
5045305,0.0036022388,621,High Risk
5045306,0.5869785,349,Very High Risk
5045353,0.8993356,320,Very High Risk
5045362,0.0002935421,752,Medium Risk
5045365,0.0002935421,752,Medium Risk
5045368,0.00043283837,710,Medium Risk
5045369,0.08480974,507,Very High Risk
5045370,0.106354095,492,Very High Risk
5045379,0.0004746595,701,Medium Risk
5045380,0.0009382117,654,High Risk
5045381,0.000748805,666,High Risk
5045382,0.00064393866,676,High Risk
5045383,0.3019143,401,Very High Risk
5045384,0.0004746595,701,Medium Risk
5045386,0.0006596866,674,High Risk
5045388,0.7601701,334,Very High Risk
5045390,0.501534,359,Very High Risk
5045391,0.00056674983,686,High Risk
5045402,0.012417978,594,Very High Risk
5045405,0.06374675,524,Very High Risk
5045408,0.091755055,502,Very High Risk
5045409,0.2559456,416,Very High Risk
5045410,2.1376445e-05,898,Low Risk
5045412,0.8324561,328,Very High Risk
5045414,0.032089762,558,Very High Risk
5045418,5.3182233e-05,885,Low Risk
5045419,4.7802936e-05,887,Low Risk
5045421,0.0001518638,821,Low Risk
5045422,0.035470203,554,Very High Risk
5045424,0.0001518638,821,Low Risk
5045426,0.00030063785,749,Medium Risk
5045427,0.00021360915,786,Medium Risk
5045428,0.9493252,311,Very High Risk
5045432,0.45848086,365,Very High Risk
5045434,0.20490438,437,Very High Risk
5045435,0.20490438,437,Very High Risk
5045436,0.27622533,409,Very High Risk
5045437,0.06735948,521,Very High Risk
5045438,0.02673583,568,Very High Risk
5045439,0.029554186,563,Very High Risk
5045442,0.23058316,426,Very High Risk
5045445,0.018893722,580,Very High Risk
5045448,0.0009925611,651,High Risk
5045452,0.0013024998,641,High Risk
5045453,0.68023366,341,Very High Risk
5045454,0.46612406,364,Very High Risk
5045456,0.37587634,382,Very High Risk
5045457,0.00046382778,703,Medium Risk
5045459,0.00020815898,789,Medium Risk
5045460,0.0043883724,618,High Risk
5045461,0.0025904656,626,High Risk
5045465,0.8418487,327,Very High Risk
5045466,9.97988e-05,855,Low Risk
5045467,9.97988e-05,855,Low Risk
5045468,0.0009177445,655,High Risk
5045469,0.0009177445,655,High Risk
5045470,0.0007518274,666,High Risk
5045473,0.0001110827,848,Low Risk
5045474,0.00013528786,832,Low Risk
5045476,0.052623052,535,Very High Risk
5045477,0.07312257,516,Very High Risk
5045478,0.00014910525,823,Low Risk
5045479,8.602887e-05,864,Low Risk
5045481,0.2657057,412,Very High Risk
5045487,0.3164043,397,Very High Risk
5045488,0.0001116533,848,Low Risk
5045489,0.00013338453,833,Low Risk
5045499,0.0017869582,633,High Risk
5045502,0.00028062484,756,Medium Risk
5045505,0.00052331906,692,High Risk
5045507,0.19198939,444,Very High Risk
5045512,0.13413878,475,Very High Risk
5045513,0.42425156,372,Very High Risk
5045515,0.15007433,466,Very High Risk
5045516,0.23995309,423,Very High Risk
5045519,0.80608606,330,Very High Risk
5045520,0.0003933001,720,Medium Risk
5045521,0.00018678825,801,Low Risk
5045522,0.00023699742,775,Medium Risk
5045524,0.00032431554,740,Medium Risk
5045530,0.00031664636,742,Medium Risk
5045533,0.00029511072,751,Medium Risk
5045534,0.0003191665,742,Medium Risk
5045535,0.39668396,377,Very High Risk
5045540,0.00046013482,704,Medium Risk
5045541,0.8854798,322,Very High Risk
5045542,0.00013500307,832,Low Risk
5045543,9.302069e-05,860,Low Risk
5045544,3.80596e-05,892,Low Risk
5045545,0.00029511072,751,Medium Risk
5045546,0.00027714254,758,Medium Risk
5045547,0.029003719,564,Very High Risk
5045551,0.18990403,445,Very High Risk
5045554,0.70655835,338,Very High Risk
5045555,0.45557055,366,Very High Risk
5045557,0.00055704906,687,High Risk
5045558,0.0005091509,695,High Risk
5045559,0.00070050446,670,High Risk
5045560,0.00048064257,700,Medium Risk
5045561,0.0004818899,700,Medium Risk
5045562,0.0006240018,679,High Risk
5045563,0.00045811723,704,Medium Risk
5045567,0.031991694,559,Very High Risk
5045568,0.031991694,559,Very High Risk
5045571,0.021199716,576,Very High Risk
5045572,0.0002149447,786,Medium Risk
5045573,0.0021174971,630,High Risk
5045574,0.00016159756,815,Low Risk
5045575,0.00014791856,823,Low Risk
5045582,0.00021858775,784,Medium Risk
5045583,0.034767423,555,Very High Risk
5045584,0.19716705,441,Very High Risk
5045585,0.00040821766,715,Medium Risk
5045588,0.15118581,465,Very High Risk
5045590,0.15118581,465,Very High Risk
5045591,0.15118581,465,Very High Risk
5045594,0.15118581,465,Very High Risk
5045596,0.00038631615,722,Medium Risk
5045597,0.15118581,465,Very High Risk
5045598,0.00025991668,765,Medium Risk
5045599,0.00048339867,700,Medium Risk
5045600,0.15118581,465,Very High Risk
5045601,0.18239105,449,Very High Risk
5045602,8.8048146e-05,863,Low Risk
5045603,0.014082833,590,Very High Risk
5045608,0.76421285,334,Very High Risk
5045609,0.031981006,559,Very High Risk
5045610,0.6629381,342,Very High Risk
5045611,0.63461554,344,Very High Risk
5045614,0.00034353882,734,Medium Risk
5045615,0.23623984,424,Very High Risk
5045618,0.46469325,364,Very High Risk
5045622,0.1929248,444,Very High Risk
5045623,0.41185454,374,Very High Risk
5045624,4.2885524e-05,890,Low Risk
5045626,0.00013807174,830,Low Risk
5045628,0.00013807174,830,Low Risk
5045629,0.00013807174,830,Low Risk
5045632,0.000118928394,844,Low Risk
5045634,8.396825e-05,866,Low Risk
5045635,8.020953e-05,869,Low Risk
5045636,0.00039844567,718,Medium Risk
5045638,9.262255e-05,860,Low Risk
5045639,6.462116e-05,879,Low Risk
5045640,0.00019205181,798,Medium Risk
5045642,0.0004016876,717,Medium Risk
5045645,8.8885936e-05,862,Low Risk
5045646,9.3206705e-05,860,Low Risk
5045648,0.0009749955,652,High Risk
5045649,0.031904597,559,Very High Risk
5045651,0.4894713,361,Very High Risk
5045652,0.0014038259,639,High Risk
5045657,0.03174219,559,Very High Risk
5045658,0.06125659,526,Very High Risk
5045672,0.00039619164,719,Medium Risk
5045677,0.00036156076,729,Medium Risk
5045678,0.0005037589,695,High Risk
5045682,0.29134858,404,Very High Risk
5045683,0.29134858,404,Very High Risk
5045687,0.00045667644,705,Medium Risk
5045688,0.00035327522,731,Medium Risk
5045689,0.00028711537,754,Medium Risk
5045692,0.00037071406,726,Medium Risk
5045693,0.18586034,447,Very High Risk
5045694,0.00089101976,657,High Risk
5045695,0.00054678984,688,High Risk
5045696,0.00061992253,679,High Risk
5045697,0.0005846624,683,High Risk
5045700,0.00045800218,704,Medium Risk
5045701,0.0001337415,833,Low Risk
5045706,0.16210552,459,Very High Risk
5045708,0.20747097,436,Very High Risk
5045709,0.16298069,458,Very High Risk
5045714,0.2909084,404,Very High Risk
5045721,0.28252786,407,Very High Risk
5045723,0.13812348,472,Very High Risk
5045724,0.04482444,543,Very High Risk
5045726,0.32090807,396,Very High Risk
5045728,0.00035451812,731,Medium Risk
5045729,0.23611182,424,Very High Risk
5045730,0.20320556,438,Very High Risk
5045731,0.2490454,419,Very High Risk
5045732,0.09737749,498,Very High Risk
5045733,0.03725565,552,Very High Risk
5045734,0.80589396,330,Very High Risk
5045739,9.3938375e-05,859,Low Risk
5045741,9.773721e-05,857,Low Risk
